Country,Year,EarlyEd_Attendance,GDPpc,Proportion of primary schools with access to Internet for pedagogical purposes (%),Proportion of primary schools with access to computers for pedagogical purposes (%),ICT_Avg,EarlyEd_Attendance_Norm,GDPpc_Norm,ICT_Avg_Norm,Readiness_Index
Ecuador,2024.0,53.8,1567.63583892828,97.61904761904762,97.61904761904762,97.61904761904762,,0.010186591316147868,0.9761904761904762,0.493188533753312
